	lfc	se	pvalue	padj
Hal	0.04831917889473443	0.02302827279650226	0.08995227698160925	0.3784128820297632
Amdhd1	-0.025118352388239895	0.045032642243964874	0.6010437966423605	0.820625655887418
Ccdc38	-0.003387618055071262	0.0619672838333937	0.958520228450209	0.985429585367982
Snrpf	-0.06491543574461378	0.06284730690587831	0.34899635441452487	0.6619918226995423
Ntn4	0.304977939621891	0.09677684471322053	0.025340357378803826	0.22840864112813852
Vezt	0.011257867037071101	0.04693624557904371	0.8199660153528447	0.9306963099116902
Fgd6	0.32796863551503064	0.15628594202778998	0.08992237573065205	0.3784128820297632
Nr2c1	-0.1565304507965939	0.14346224412939895	0.32499774974989454	0.6427766791233404
Ndufa12	-0.2081546067021307	0.12858038329179966	0.16640050721057498	0.4865169410502325
Gm4792	0.07236284130472218	0.1441896078724006	0.6370803690983187	0.8395235861366874
Tmcc3	0.14701248719824456	0.11797988486922656	0.2679351445054964	0.592460657279342
Cep83	0.08213269819120317	0.1390677368687159	0.5804747344364185	0.8097061712065172
Plxnc1	-0.3049807970414111	0.12636581506058914	0.060603437718617606	0.32197799239473973
Cradd	-0.10125857960806917	0.10586375972699077	0.382747650619946	0.6860986133591767
Socs2	-0.2762803721541216	0.3218133304295026	0.42983476010291	0.7194665997633283
Ube2n	-0.1828745672438732	0.1643272345500152	0.3163862085876239	0.6361924766993213
Nudt4	-0.0146662145477654	0.12931104596200826	0.9141123052331432	0.9695879773613271
Gm33543	-0.2330813070866003	0.15320817385955668	0.18865983600684896	0.5149842382505565
Eea1	0.049191834263419665	0.041040366818801	0.28438151456720817	0.6068205745744479
Btg1	0.1130005862673018	0.2922271094484051	0.7148969983138962	0.8823088764491914
Dcn	0.20031849823171877	0.20099291686358503	0.36469418441207396	0.6747352616134298
Lum	-0.043653438633699304	0.2202620045155291	0.850703488809478	0.9426236985112917
Atp2b1	0.21698921378668246	0.10254746372029601	0.08795163917657216	0.37501381151094
Poc1b	0.003976066317360694	0.09016751768754648	0.9665344083068477	0.988496991683959
Galnt4	0.17915464484290355	0.09487988898184678	0.11762766730925273	0.4207091787279006
Phxr2	0.009257490695786796	0.10077528915330704	0.9303740765831227	0.9757653762210126
Dusp6	0.3759169641583773	0.09348055668458258	0.010107392206508902	0.1570350569227431
Kitl	-0.005937773947960245	0.18483841465192488	0.9756159603368316	0.9916932571068169
Tmtc3	0.11062317790990495	0.05767046973317138	0.11319041285905436	0.4143529618099918
Cep290	0.04054401575204025	0.10068596671589175	0.7038244783506813	0.8753985743446777
4930430F08Rik	-0.024329809868062213	0.03656188215487747	0.5352297500039109	0.7848883398146798
1700017N19Rik	-0.20962659555223834	0.447032638503655	0.6588548685056439	0.8514900858164043
Mgat4c	-0.42417372364555517	0.11403472458435607	0.01371652333802332	0.17652440486948331
Nts	-0.5901144772348452	0.613270447647821	0.3801213217514003	0.6847320006399039
Rassf9	-0.20635228289532526	0.41032027267495885	0.6363949830370754	0.8391357952130409
Alx1	0.03549465451286388	0.13249137923903087	0.7994756408372214	0.9224633083464862
Lrriq1	0.32959588653275596	0.2832393420789769	0.2970655662255191	0.6168560325680261
Slc6a15	-0.17596494565137544	0.031032768208317248	0.0023738267323742766	0.09057529264619975
Tmtc2	-0.1355670081556264	0.10022526174043987	0.23412610434680411	0.561651230729505
Mettl25	0.11095130137700027	0.12083569725158709	0.40063899113000107	0.7002700597773093
Ccdc59	0.029131184117801467	0.0649003408359437	0.6723175091277112	0.8596243758017776
Ppfia2	-0.35942687964749354	0.14895641694409303	0.06064151421840477	0.32197799239473973
Acss3	0.30608584461490507	0.25188074294671237	0.27853546412932567	0.6009653610059545
Lin7a	0.05186053800541934	0.07528783894415995	0.5215824961531171	0.7789943527599172
Ptprq	-0.11423857807665344	0.11081813798210631	0.34986501753225696	0.6624233884807856
Otogl	-0.11222536712367326	0.10426912895462251	0.33095937653721536	0.6471306538230777
Ppp1r12a	0.08445829863231591	0.09971554613644826	0.4356539743090556	0.7222458530323806
Pawr	0.07619476084750243	0.24616791793481524	0.7694070981630949	0.907390046836528
Syt1	-0.9100146128607873	0.4423486933956018	0.0947662249531208	0.38482280249635653
Gm5136	-0.18646060034372525	0.16257380298872995	0.30331392458356476	0.6225580441135968
Nav3	0.25495396960938344	0.037523917205722346	0.0010511800420427773	0.06250740026981709
E2f7	-0.0633471137925351	0.13185891889686296	0.6512141657341188	0.8475419726820235
Csrp2	-0.11121481518443166	0.27326187845028044	0.7008527050458151	0.8737344436258561
Zdhhc17	0.060972579154194406	0.05445984864417682	0.31376916913578967	0.6335554091833075
Osbpl8	0.3157218897214884	0.2971986112980166	0.33668080261880284	0.6514742356178711
Bbs10	-0.002626220150806713	0.11294715992341617	0.9823488619657212	0.9935970907827455
Nap1l1	-0.00030048499967172404	0.06063901974436079	0.996237882592084	0.9986485723367212
Phlda1	0.1781522904139603	0.17015310493736885	0.34304525260731406	0.6572648436313756
Krr1	-0.06457834188181977	0.06960498603204412	0.39610053772136417	0.6976744158496144
Glipr1	0.02346343253319927	0.2873517625122904	0.9380896936648536	0.9789064545812843
Glipr1l1	-0.005101375730494018	0.09221369391303544	0.9580250649493108	0.9854053607744544
Caps2	0.08624003746972186	0.12953083809236018	0.5350262764249012	0.7848883398146798
Kcnc2	-0.5453845392938748	0.6186691734705406	0.41837815067758605	0.7120569555082029
Atxn7l3b	-0.5783706036563636	0.3476119105505877	0.1570290215270525	0.4736946632962965
Trhde	-0.061977260174428395	0.0643289719102408	0.3795741183768967	0.6842862617987027
Tph2	-0.019824588659746345	0.18499695447374825	0.9188277462529046	0.9715122765142061
Tbc1d15	0.05131377997115294	0.08342532769276118	0.5654101269231031	0.8011309512441774
Rab21	0.21461588893383698	0.10265660715457967	0.09082839780885439	0.3799546375366458
Tmem19	0.06664772692579124	0.046868497256295195	0.214288778175687	0.543547342309114
Thap2	0.19663453849587853	0.07771433695961966	0.05251574492794905	0.30632949167393286
Zfc3h1	-0.10553887510735294	0.05708058912337022	0.12371639998404148	0.42938458839642185
Lgr5	0.15256336554854294	0.15313586220741843	0.3648630800175474	0.674909347608571
A930009A15Rik	-0.01374296725680188	0.048638716075235296	0.7888435496773162	0.9171333928111564
Tspan8	0.10860495366541145	0.155847590008512	0.5169483008721371	0.775742505658743
Ptprr	-0.07543577864658424	0.07711033596600594	0.37286261124629355	0.6792168026032239
Ptprb	0.1312711549571084	0.04650180313353813	0.03698107468416684	0.26396438330518796
Kcnmb4	-0.18799611835085717	0.03683075729633949	0.0037564272223951298	0.10818379514532037
Cnot2	-0.06339049015183118	0.20667267445244042	0.7714193162075608	0.908415209875138
Myrfl	-0.1361853621212151	0.036145915283307475	0.013054334400600593	0.17498657787198443
Rab3ip	0.09303303038027977	0.07299075261484114	0.2584756439296742	0.5843630225313361
Best3	-0.3459584178831696	0.6245920914764505	0.6035084332414051	0.8222394128295898
Cct2	0.03811496841667772	0.05848819005688547	0.5433767581712543	0.7901188217370679
Frs2	0.042908314009733495	0.0627700635399195	0.5246257647465326	0.780848919883953
Yeats4	-0.052364623067995275	0.04072232824446599	0.25480827900234937	0.5813187496809049
9530003J23Rik	-0.043339257128212405	0.05070538956103058	0.4317399952837928	0.7201348616900616
Lyz2	0.36538795757288745	0.06421240805975774	0.0023371388310388843	0.09019076984469597
Lyz1	0.24360813170775708	0.1873807566807816	0.2502783952755814	0.5764064974275831
Cpsf6	0.0944115674418029	0.029457626550708483	0.0238616548795308	0.22273123479024484
Cpm	0.03336055601843002	0.16826971555576645	0.8506532420973234	0.9426236985112917
Mdm2	0.22132192187385158	0.05173558863322635	0.007878919452804587	0.141048366257745
Slc35e3	-0.09484837448797823	0.07665018322680932	0.27087132446373063	0.5954486522220653
Nup107	-0.011598054361378729	0.05598330234757951	0.844050208519505	0.9398487132585166
Rap1b	0.12084640102939481	0.07556834546904194	0.17067829706414286	0.49258209387610347
Mdm1	0.0600612106159879	0.1583767207334719	0.7200884772240228	0.8841348269878502
Il22	-0.1383872234802009	0.09272200705247968	0.19578116523746977	0.5216728630787577
Iltifb	-0.2987614476163827	0.4349741785386494	0.5227295015563853	0.7798501956461781
Dyrk2	0.15488348195611312	0.1081996162975147	0.21171493290396454	0.5406769798778397
Cand1	-0.191307613003743	0.07926163360967123	0.060592486061653184	0.32197799239473973
Grip1	-0.11034582891737177	0.030486795210109573	0.015228121734773744	0.1842870281094764
Helb	0.0635765974335718	0.0664977180732745	0.3829435714661922	0.6863009735372532
Irak3	0.39300478581060894	0.30876463925517056	0.25904974134226033	0.5849462731313131
Tmbim4	0.07214327531294451	0.07431693993881712	0.37625662794569004	0.6815783468212288
Llph	-0.0072876027562189805	0.11501256036973118	0.9519321457507428	0.9839438021680517
Hmga2	-0.023692136616942513	0.06367427920041888	0.7250797101083833	0.8867568756234138
Msrb3	-0.18945412303556264	0.1162852014211833	0.16419532185945884	0.4828322329146335
Lemd3	0.021431854703128472	0.028249623048906252	0.48226597917037684	0.7553139651033158
Wif1	-0.5345373029386407	0.17606105781274173	0.02887953708624048	0.23954221152666402
Tbc1d30	0.17605228967363207	0.1452620129467227	0.2796684950838838	0.6020880648212105
Gns	0.11576692435032498	0.039144640467323806	0.03161320004138789	0.24685772786215546
Rassf3	0.3404961406215081	0.09314062399610587	0.014660306518345151	0.1817868850248414
Tbk1	-0.062948499203344	0.05368382297245748	0.29378461212695556	0.6149072045634666
D930020B18Rik	-0.12001783742048833	0.2314427436829148	0.626189081156269	0.8345544763078887
BC048403	0.10360306993543489	0.053714675426097445	0.1116666670349309	0.4122290470644133
Srgap1	0.029316024359722803	0.11668640610621624	0.811628993168265	0.9278726753848263
Rxylt1	-0.0034082284885483816	0.12164482726096235	0.9787318001526636	0.9922977852391096
Avpr1a	0.030044242316643044	0.037675956798213575	0.4613707448935189	0.7409092465353372
Ppm1h	-0.17999379113712966	0.08203423823918223	0.07968088754333008	0.36107586402927344
Mon2	0.03611946743767369	0.031196018604838928	0.2992338229939572	0.6194908363072142
Usp15	-0.04839617986817846	0.02510982074263044	0.1118652186571128	0.412405692372591
Tafa2	-0.5281108550168758	0.15685301681951241	0.01995672544550218	0.20722782508886203
Slc16a7	-0.12956883541009923	0.10839268524037102	0.28554217992158	0.6077557494196566
Lrig3	0.3444868539446899	0.09645009380988545	0.01601553724286224	0.1889827873890316
Atp23	-0.09145512459728167	0.10761277713621623	0.43420280634264813	0.7212634105417036
Ctdsp2	0.23537020938950004	0.057668303551366075	0.009526315276746177	0.15348880881081
Avil	0.023368885086049562	0.20347210106618654	0.9130332256166349	0.9690755860461375
Tsfm	-0.12224597212679456	0.04680047663998499	0.04755094045782093	0.29195832824778634
Eef1akmt3	0.08338400670037466	0.13330541562509127	0.5590738537865376	0.7979915314276981
Mettl1	0.04047145163279664	0.05293847507375426	0.4790760808336214	0.7528257485081652
Cyp27b1	0.017308586842965434	0.10599654005942998	0.8766820486325824	0.9544020854919583
March9	-0.14525077872101733	0.09400299500995385	0.18296504916505113	0.5080791580291383
Cdk4	-0.0430775858360386	0.04918457981591095	0.4211957101305177	0.7132667960502993
Tspan31	-0.019664387573270936	0.027769106666171092	0.5104955257099811	0.7721520399699684
Agap2	0.12338175454012568	0.2500007542081778	0.6425529032327143	0.8426079943617344
Os9	-0.06528327136737211	0.0736760288565972	0.41614776192461617	0.7106423416743045
B4galnt1	0.08084471731449394	0.03985500924405799	0.09830265013046882	0.39044716706073523
Slc26a10	0.038793988447395567	0.12118200650054921	0.7618151025066322	0.9032177766289275
Arhgef25	-0.3780179461884412	0.19152833963073385	0.10542501826697705	0.40322303649459285
Dtx3	-0.09797627878986859	0.11064953017184931	0.4164520906472331	0.7108306636504522
Pip4k2c	0.06477032581114806	0.07184575958212665	0.40863663523051075	0.7060864045049124
Kif5a	0.16660299433651993	0.09827757810739701	0.15080147999637084	0.46429181621683274
Dctn2	-0.13418562642345222	0.030160586374323683	0.0067083108095662355	0.13342015290745848
Mbd6	0.1024598276162152	0.06644160964397396	0.1836887048221892	0.5088919020304357
Ddit3	0.21424663987625792	0.04792785876089637	0.006578102715632362	0.13277486690124368
Ddit3-1	0.08656053866753144	0.027107198129192878	0.024176448355995982	0.22423581937136197
Mars	-0.19402747426526368	0.12450361408755835	0.1798751758230639	0.5040890618797473
Arhgap9	0.4005014105199458	0.13512930038170512	0.03137946611198697	0.24659088308644134
Gli1	-0.520688208641511	0.4264338387013375	0.2765064167878616	0.5996231898098046
Inhbe	-0.06852261120915432	0.06050179090017982	0.30876558243692526	0.6281496255019205
R3hdm2	0.043957813235471654	0.04338515862805873	0.35745643556205536	0.6686028893727469
Stac3	0.04163285982174081	0.1719090728989269	0.8182608951841208	0.9301295984229333
Ndufa4l2	0.021727112113174574	0.08396935315372091	0.8061420486578579	0.925900170067406
Shmt2	0.1451774279922624	0.08811956991813032	0.1603707238492749	0.4769599315161774
Nxph4	-0.08598633511287757	0.24513204519779971	0.7400520966206077	0.8921942183553412
Lrp1	-0.7949974903622099	0.4350716287207565	0.12721209651027396	0.43368594914649183
Stat6	0.44106898008370443	0.17097006977998008	0.049443955244695484	0.2987419678911042
Nab2	0.27457781037120554	0.16265717043017489	0.15219835631378395	0.46670210132130635
Nemp1	0.29424727330426714	0.09386727231188664	0.025819693630301208	0.23047112348474108
Myo1a	0.1829072807010288	0.14891798674183004	0.2740137269142131	0.5982988930945525
Tac2	-1.3366894004711476	0.7288033787874857	0.1261028357637592	0.43267039809271546
Zbtb39	0.3251460688874652	0.012190438874032523	1.3851264029447468e-06	0.002289752456707961
Gpr182	0.2118070187958161	0.17893810184786169	0.2897397565916868	0.6116826055637951
Rdh1	0.07597043352669419	0.08286392652317998	0.4013007726138655	0.7006657237093167
Rdh16	0.06576016870502913	0.07856841108808116	0.4407608080586042	0.7251110817368327
Prim1	0.046858874010808904	0.09992721679763057	0.6588542138724347	0.8514900858164043
Naca	-0.0022964152152029627	0.10622107543008101	0.9835879443716461	0.9940510061996504
Atp5b	-0.06475628360007057	0.06695755306241781	0.37789993574996755	0.6829631395957925
Baz2a	-0.01006743054454251	0.037120943272666816	0.7970730185053814	0.9208763844371173
Rbms2	0.020577814885984758	0.17758722473028082	0.9122620803760371	0.9686233146268837
Gls2	-0.0013774096883478748	0.07131793764914021	0.985337912315805	0.9949186815843253
Spryd4	-0.15181981917300647	0.03565730390197182	0.008032118431290447	0.1417064565503334
Timeless	-0.033121011538594924	0.1730955240546587	0.8557826049900982	0.9451534550215774
Apon	-0.013126460357857445	0.047262918342783976	0.7923353786504644	0.9186007888143826
Apof	0.020412215479797602	0.08313992032134002	0.8158157684919417	0.9295444966426983
Stat2	0.25475062627030987	0.03503165850800003	0.0007688358326100359	0.055989538100777544
Il23a	0.002671154877737336	0.07975820740110783	0.9745791463315407	0.9913457343944527
Pan2	0.041177981226860005	0.053027898262752636	0.47255070222070816	0.7481072264327261
Cnpy2	-0.0117419237107379	0.06496079255508477	0.8636588821190103	0.9482602202814963
Cs	-0.019804258986615864	0.123993688879339	0.8793534404342158	0.9552968872879516
Coq10a	-0.09136992230843966	0.08947460660240619	0.35400896909284557	0.665843566227861
Ankrd52	-0.3612852247152878	0.26974079694073005	0.23810280166692127	0.5660512803880929
Slc39a5	0.11333177116583609	0.09583072693084284	0.29012504303322345	0.6118927518526505
Nabp2	0.0743139844137568	0.0670558528626515	0.31819973960932224	0.6378190539401594
Rnf41	-0.035125236636901036	0.03819899071181964	0.4000050707114826	0.7000300469967732
Smarcc2	-0.06106504530499812	0.017745828287468225	0.018413645531325455	0.20092143516722186
Myl6b	-0.37169602463414675	0.20585746152431728	0.13081132644880056	0.43747562968341536
Esyt1	0.2571276156930713	0.11739190620352695	0.08006285167334465	0.36114180761305525
Zc3h10	-0.07772946478075671	0.13842889785875773	0.5986832634801782	0.8194606413802942
Pa2g4	-0.0023546254548758583	0.08857599594233245	0.979820599039394	0.9927364925380412
Erbb3	0.24953091008273764	0.16713189831542627	0.1956500267510963	0.521602752693793
Ikzf4	0.014662641399870502	0.09302095488721464	0.8809184106386091	0.9557302780249949
Suox	0.06647051391519376	0.11525792917967002	0.5891244494766033	0.8146228585778109
Rab5b	-0.05510203701727612	0.05253543634935177	0.3422740059624783	0.6570055263081431
Cdk2	0.3392794859315462	0.10237984272591673	0.021148876849151683	0.2131780995081259
Pmel	0.3623964917939844	0.1629888143977816	0.07679506368389069	0.35470779484727494
Dgka	-0.01623827527729116	0.15514111635140385	0.9207084827375036	0.9721660659257583
Mmp19	-0.07205862915682015	0.14912645694700982	0.6493662300960255	0.8464255151302053
Tmem198b	0.3978668937314884	0.03562533700694217	0.00010041724123265295	0.022442604842216864
Dnajc14	0.03852503832953502	0.04810418242289267	0.4595557664234242	0.7397381510547814
Sarnp	0.18076488942564772	0.06787911764233531	0.04472033507740703	0.28415987877850296
Gdf11	-0.3394289319101773	0.3959598574397504	0.4304787452821415	0.7194665997633283
Cd63	0.5591212220146069	0.13620680193834334	0.00930972899676077	0.15183256988797844
Rdh5	0.4113649357310214	0.4299894217992422	0.38266181641838376	0.6860986133591767
Itga7	-0.33750759645581185	0.25148862300591585	0.23729908226947505	0.565462149270327
Mettl7b	-0.009422913674951447	0.042953438600109875	0.8350322861858791	0.9371478190741838
Olfr9	0.012495769030897531	0.03752705313750695	0.7526575246516056	0.8986720839272476
Olfr782	-0.030894273520926017	0.03111927275731721	0.36640562799757403	0.6758075599949609
Olfr785	-0.07518810709025923	0.013996529799728989	0.003010041916345219	0.09971744071964493
Olfr803	-0.05910069213437794	0.019201158027876704	0.02753291769125202	0.23582728619382753
Neurod4	0.0745040059246479	0.17264192552581886	0.6840412570500637	0.8665553743532821
Vmn2r84	0.2295778345245315	0.14333021207664928	0.1701133289035381	0.49171943348564234
Vmn2r85	-0.4214742474124724	0.11416433207776924	0.014118880803002153	0.179262072622449
Vmn2r87	0.20259038631898463	0.10755061997139531	0.11831702078237703	0.42148093785386476
Drg1	-0.10154852241101242	0.020638585238915385	0.004396269092618163	0.11396574353618377
Eif4enif1	-0.006941651358536305	0.047231523397608575	0.8888974146980301	0.9582283593155523
Patz1	-0.04858994617976453	0.12287272595056412	0.7088197844121178	0.8789663083127087
Pik3ip1	-0.08618982895051008	0.08144487357476432	0.3383609478532175	0.6529058980928608
Limk2	-0.058437981210089696	0.10613573606787181	0.6056050344066704	0.8234882456800492
Rnf185	-0.11225780507126171	0.059608177125513064	0.11837977100329647	0.42148093785386476
Pla2g3	0.27558869031258126	0.13896506836859063	0.10415773052934894	0.40100412756998927
Inpp5j	-0.6867252458497921	0.2361410910490967	0.03347305610834386	0.253246265687429
Selenom	-0.17506992971640667	0.17943192892307366	0.37402848667263155	0.6802051609664767
Smtn	0.16762013796496822	0.12955604011244098	0.25227154574147104	0.5782524920994656
Morc2a	0.10163130513329666	0.047621968886006644	0.08595390586472519	0.3731432333682726
Osbp2	-0.04670747637402162	0.3056501356223101	0.8845207531830426	0.9569750448014653
4921536K21Rik	0.20137297817680944	0.10266898463896006	0.10709853403373437	0.4053218557947946
Dusp18	0.15102872903252695	0.12329538719379851	0.27515433388305865	0.5989078966209765
Slc35e4	-0.14865619612869807	0.05983821604318964	0.055547443448449994	0.3128257894571075
Tcn2	0.438811751997652	0.19726156439714793	0.07669153991733753	0.35452680267715514
4930556J24Rik	0.09296367869500877	0.09238295365483153	0.3604643001260971	0.6712667956949996
Pes1	-0.07000532974530227	0.18873942968154245	0.7259006774884322	0.8873534690357251
Gal3st1	-0.07978309535765327	0.09109138717644455	0.42118455967455715	0.7132667960502993
Sec14l4	-0.4897613125045509	0.4550086866730052	0.330929672290277	0.6471306538230777
Sec14l3	0.4011034494706347	0.6552174876676691	0.5671918525799646	0.802190419080433
Mtfp1	-0.25555694517577	0.09954476734359928	0.05020221664850568	0.3007876696257969
Sec14l2	0.05698917916633395	0.10809300206967541	0.6205850414364829	0.8316221887148588
Rnf215	0.08268004733712342	0.09148142209641287	0.4075402131354615	0.705228437490036
Ccdc157	-0.01801284546784121	0.056829264753007924	0.7640779485479641	0.9046854539313858
Sf3a1	0.03870505743198027	0.0631546325563114	0.5667681815878096	0.8021266179915195
Tbc1d10a	0.2516728230427647	0.06877889596353912	0.014607754743545738	0.18156450651545458
Castor1	0.1478124709709414	0.15464349449839368	0.3830557977879292	0.686353283463284
Osm	0.3111998312292023	0.1832019876027719	0.1501338678115402	0.46370910050776315
Lif	0.10897415845254232	0.2068886831641305	0.6209046675563943	0.8316594108993468
Hormad2	0.0441521979197636	0.06027959934368722	0.4967660797209065	0.7629171371113252
Mtmr3	-0.12364807058730509	0.0278659336901464	0.0067821920337502685	0.13342015290745848
Ascc2	0.09024868197781455	0.06327863228808114	0.21314181060293225	0.5424025971485642
Uqcr10	0.1292752995787705	0.12908639844658557	0.3625749924604428	0.6730743627584032
Zmat5	-0.00284485581149152	0.08388446730054072	0.9742579768627745	0.9913457343944527
Cabp7	-1.2429490791547222	0.7861859554476451	0.1747221712249723	0.4979883125034512
Nf2	-0.006642657658627371	0.06714002186007723	0.9250321283097067	0.9738462746401914
Nipsnap1	-0.2640832400370581	0.0959683845860258	0.040225436076361955	0.27097256877682946
Thoc5	-0.012189567614137253	0.06265232855983183	0.8533964888403776	0.94388220301298
Nefh	-0.34274179377448544	0.437095931041112	0.46846342134587604	0.7458039563790091
Ap1b1	-0.040022394861599864	0.04678825394405844	0.4314036147247033	0.7200659486080442
Gas2l1	0.14563698260890057	0.13533162646723887	0.33102273357497697	0.6471306538230777
Rasl10a	-0.12172369316492393	0.10843622426103139	0.31262639721577856	0.6324840255016566
Rhbdd3	0.021369770135778232	0.0919771089749438	0.8254859663462629	0.9326527949170114
Emid1	-0.34099274611284613	0.3189754621030618	0.3339285836054011	0.649435259830232
Kremen1	0.2077890524632755	0.07042218902035703	0.03186256553737232	0.24772122000632343
Znrf3	0.14473123951326716	0.08100401747030338	0.13403047471477636	0.44153478702371174
Xbp1	0.35308984570530555	0.11313135670049167	0.02622078177458611	0.23191853585643818
Ccdc117	0.2932194230838796	0.04575317095553276	0.001371953587545171	0.07017266954786609
Urgcp	-0.07056572154010166	0.03916624829072114	0.13147000696211386	0.4382764252604495
Dbnl	0.03445486508309514	0.04040246995412172	0.4327170401916438	0.7203634686427764
Pgam2	-0.30038878386094625	0.15980337635420022	0.11891640005508744	0.4226633002172975
Polm	0.06172856030530394	0.14985242168081195	0.6974561042144114	0.8725306070723003
Aebp1	0.3939980776008425	0.2258270226096413	0.14148726933564948	0.45249101361726085
Pold2	-0.2223416948765662	0.032491352091394296	0.0010173573915102023	0.061314259829890014
Myl7	-0.26661474586317174	0.21887550191421717	0.2775206545739034	0.5999338225135605
Gck	-0.6506030903951845	0.6787334549479682	0.3818058798245352	0.6853973540675571
Ykt6	0.07857169478890746	0.07921771127843882	0.3668150457641547	0.6760110949305731
Camk2b	-0.05504222191261121	0.10018205032801725	0.6063527586762059	0.8237304730889717
Nudcd3	0.019207674278815645	0.04400623339433552	0.6806954642481717	0.8650504858153849
A730071L15Rik	-0.13306670001592935	0.07535540824843602	0.13768089000041991	0.4462776498116215
Npc1l1	0.23078421949181038	0.17815247228824366	0.2517526847545807	0.5778560466125412
Ddx56	-0.08111573798595284	0.071034266241262	0.3052046971572197	0.624655051220255
Tmed4	-0.05034879884977794	0.04737103349574066	0.336460615408778	0.6513678924139253
Ogdh	0.037143105081593575	0.04753512328688441	0.46994034489885483	0.7460675865317911
Zmiz2	-0.0197587244642623	0.10819248336750797	0.862265672222388	0.9476966655166408
H2afv	0.1905969840407824	0.07584718251451743	0.0536371156878774	0.30871998722279614
Purb	0.06493705077930656	0.0771780078909245	0.43850417873030956	0.7239464567183593
Myo1g	0.07162436505374661	0.1360037936467209	0.6209649814730287	0.8316594108993468
Ccm2	0.2110546853811721	0.0692457951960653	0.028492325087491457	0.23849274559633332
Nacad	-0.10092846922865562	0.05249743363489412	0.11256136454159683	0.41350042605269716
Tbrg4	-0.08609867026157403	0.05710615353766347	0.19199645285401998	0.5177784366125368
Ramp3	-1.464008403638224	1.5894366477757789	0.3992676402548532	0.6995265666510821
Gm11983	-0.04715032098777511	0.0684642754456865	0.5216664816342251	0.7789943527599172
Adcy1	-0.08125025970280397	0.15907506764040666	0.6312594375063161	0.8365465823863742
Igfbp1	-0.0983553315910912	0.08920000523178889	0.32040683471489967	0.639614223484121
Igfbp3	0.01580608061183897	0.09195476711235179	0.8702647412885988	0.9510206383256193
Tns3	0.39522417960387557	0.10390316907603614	0.012579838243259553	0.17231078763976004
Pkd1l1	-0.021864091162445226	0.04514893475530352	0.648663937296914	0.8460678197455646
Hus1	-0.010654058462297833	0.11292757059944857	0.9284998768749897	0.9749130757507911
Sun3	0.009201281191289434	0.1778037803716935	0.9607320126490326	0.9863897212037238
Gm11992	0.27901452244185543	0.36957283722313955	0.48429211761265345	0.7563375527874137
Upp1	0.14560496246380028	0.13999859691115937	0.3459735754853219	0.6599974267318596
Abca13	-0.017332965564530733	0.06746070768513344	0.8074674044088691	0.9265109781552728
Vwc2	-0.602264820585571	0.34275928603652944	0.1392413380685623	0.4487811580447267
Zpbp	0.14544810143981413	0.04893831291918415	0.03108277328171529	0.24575465783066924
Spata48	0.05896144561949579	0.1370178821887311	0.6848802685464426	0.8668225452214727
Ikzf1	0.9482369891322637	0.13342261686359932	0.0008548497707348015	0.05721263789480568
Fignl1	0.039555062987094214	0.05913445795242522	0.5331967592325708	0.7848489195198937
Ddc	0.29121144424305445	0.07518263317131652	0.011720022076066193	0.1671560599161723
Grb10	-0.20590451539069932	0.14518543466549222	0.2153321165714327	0.5443730263101934
Cobl	0.22539334459327875	0.23540333267674732	0.3822992178030591	0.6858897731172531
Vstm2a	-0.17553504998907243	0.09111616511127671	0.11199192969601604	0.4124561069556034
Egfr	-0.03782765278702582	0.0751830058034272	0.6362407379484221	0.8390779557092272
Fbxo48	0.2172061597069408	0.16730339645471287	0.2508472784693668	0.577060445362803
Plek	1.093639693288269	0.10015846394024103	0.00011197322045575648	0.0228522136710384
Cnrip1	-0.13507003260124417	0.11361280138163449	0.2878729942297379	0.6097994980221577
Ppp3r1	0.22822751512588368	0.1868800783435499	0.27642942886726013	0.5996231898098046
Wdr92	0.12692269485497176	0.13327355615487835	0.38465550913505114	0.6872827736177617
Pno1	0.017831930834748988	0.04877709477870715	0.7296350687251084	0.8886253394637068
C1d	-0.16947819830641642	0.05913316247751654	0.035156942697583286	0.2582906652926052
Etaa1	-0.08119713772353787	0.11434628220136676	0.5093794782772625	0.7719611436928334
Meis1	0.5525891519279251	0.18137331150201066	0.02853174870491241	0.23849274559633332
Spred2	-0.02250410071282527	0.1401234437683773	0.8786939617349148	0.9549848986865085
Actr2	-0.07001778001056191	0.021360425985115963	0.022005020673225652	0.21575947453830108
Rab1a	-0.0355324309854268	0.06487233590832117	0.6074316692210091	0.8242979038217284
Cep68	0.01579612156865018	0.01543520321070955	0.3530637971010733	0.6653371315811845
Slc1a4	0.05727968834697439	0.0587850883623451	0.3746132844755563	0.6802391186161081
Sertad2	0.18607946257262586	0.11381631192070266	0.16299543251515283	0.48132859859020927
Aftph	0.049075850692763545	0.0984844685166989	0.6394074032291555	0.8409613957181294
Lgalsl	0.053510259239023306	0.08334738260265188	0.5491363728758019	0.7922367151929027
Peli1	0.03534707429217043	0.11425409410211185	0.7695154153307492	0.907390046836528
Vps54	0.10838122882578283	0.05126535280494667	0.08815989666206157	0.3756111473506546
Ugp2	0.1738683450977927	0.08412824583924453	0.09363104533108896	0.38294685611314355
Mdh1	-0.10964776518674846	0.034048584338721245	0.02345695066136246	0.22082394725682392
Wdpcp	0.1296003593087076	0.10132478585926086	0.25701949008997654	0.5833973317343757
Otx1	-0.2157025134108843	0.19231350536205322	0.3129816971862522	0.6328792689021305
