Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	synaptic transmission, cholinergic (GO:0007271)	0.7583655299312153	2.1439216702392248	0.001	0.10440120596889298	0.076	6/17	2.53%	Slc5a7;Chrnb4;Chrnb3;Chrna3;Chrnb1;Chrna10
prerank	endocytic recycling (GO:0032456)	0.5531038593686275	1.9640957875898197	0.001	0.49155567810353773	0.436	18/48	19.14%	Snx31;Rab11b;Lmtk2;Micall2;Ehd1;Rab35;Ankrd50;Snx4;Dennd1c;Washc1;Snx27;Vps35l;Dennd1a;Vps51;Ccdc93;Arl4c;Arf6;Rab14
prerank	regulation of potassium ion transport (GO:0043266)	-0.6079007780415435	-1.8950662912288772	0.0017761989342806395	0.7330449791974465	0.5	10/29	9.21%	Drd1;Kcna5;Drd2;Actn2;Kcnip2;Drd3;Kcne2;Kcnab1;Ptk2b;Vip
prerank	neuromuscular synaptic transmission (GO:0007274)	0.6547230006379015	1.8915425321348556	0.008948545861297539	0.6804203597347643	0.702	9/18	17.10%	Slc5a7;Chrnb4;Chat;Chrna3;Chrnb1;Fchsd1;Kif1b;Stac3;Fchsd2
prerank	response to nutrient levels (GO:0031667)	0.6999781556686844	1.8834362838825267	0.0021691973969631237	0.548378209477232	0.723	3/16	2.30%	Ucn3;Meak7;Sctr
prerank	regulation of complement activation (GO:0030449)	0.5787267858028178	1.87036398050747	0.002288329519450801	0.49264319066571377	0.76	11/30	17.68%	C5ar1;C7;C8g;Cfb;Cd55;C5ar2;Pros1;Cr2;C3ar1;C1qb;Cr1l
prerank	DNA strand elongation (GO:0022616)	-0.6930737933328242	-1.8507195359669073	0.001841620626151013	0.6739734612037437	0.692	8/17	13.09%	Pola1;Gins2;Dclre1b;Mcmdc2;Mcm7;Nbn;Gins1;Mcm3
prerank	positive regulation of response to biotic stimulus (GO:0002833)	0.569841253731075	1.8410748386531581	0.0044943820224719105	0.5326999033725285	0.85	9/32	11.68%	Polr3b;Ifi35;Nlrp10;Cd180;Dhx58;Ly96;Trim15;Pum1;Slc15a4
prerank	positive regulation of nervous system process (GO:0031646)	-0.6586595669961971	-1.8166729745516417	0.001	0.6849815393600504	0.835	3/18	5.00%	Hcrt;Cartpt;Itgax
prerank	NADH dehydrogenase complex assembly (GO:0010257)	0.5077293882158354	1.8081142011495235	0.001	0.5338327289581285	0.929	24/50	28.05%	Ndufb2;Ndufs5;Ndufa11;Ndufb3;Ndufa6;Ndufa7;Ndufs1;Ndufa12;Ndufaf5;Dmac2;Ndufa10;Timmdc1;Ndufb10;Acad9;Ndufaf1;Ndufaf2;Ndufa9;Ndufa5;Ndufs8;Ndufb5;Ndufv1;Ndufs4;Ndufaf8;Ndufb6
prerank	mitochondrial respiratory chain complex I assembly (GO:0032981)	0.5077293882158354	1.8081142011495235	0.001	0.5338327289581285	0.929	24/50	28.05%	Ndufb2;Ndufs5;Ndufa11;Ndufb3;Ndufa6;Ndufa7;Ndufs1;Ndufa12;Ndufaf5;Dmac2;Ndufa10;Timmdc1;Ndufb10;Acad9;Ndufaf1;Ndufaf2;Ndufa9;Ndufa5;Ndufs8;Ndufb5;Ndufv1;Ndufs4;Ndufaf8;Ndufb6
