Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	positive regulation of inflammatory response (GO:0050729)	0.52296829035575	2.090422597110864	0.001	0.09389638291128095	0.056	27/66	14.70%	S100a9;Agt;Il1b;Ets1;Adam8;Gpsm3;S100a8;Fem1a;Tlr4;Ripk1;Mdk;Ccn4;Tlr7;Tlr2;Cebpa;Nmi;Grn;Tradd;Gprc5b;Osm;Snx4;Zbp1;Napepld;Cd81;Pdcd4;Il16;Il33
prerank	positive regulation of response to external stimulus (GO:0032103)	0.5004221658576093	2.084591290917519	0.001	0.050734335927869544	0.061	43/98	17.68%	S100a9;Agt;Il1b;Ets1;Dhx58;Adam8;Gpsm3;Cd180;S100a8;Fem1a;Serpinf2;Tlr4;Thbd;Ripk1;Polr3b;Scarf1;Mdk;Ccn4;Cyba;Tlr7;Cntf;Tlr2;Cebpa;Nmi;Grn;Pum1;Tradd;Ly86;Gprc5b;Tgfb1;Osm;Polr3g;Zbp1;Napepld;Pdcd4;Il16;Il33;Slc15a4;Ly96;Abcc1;P2ry12;Serpine1;Lpl
prerank	positive regulation of defense response (GO:0031349)	0.512018959423077	2.074264077884841	0.001	0.03988072177414621	0.071	29/71	14.81%	S100a9;Agt;Il1b;Ets1;Adam8;Gpsm3;S100a8;Fem1a;Tlr4;Ripk1;Polr3b;Mdk;Ccn4;Cyba;Tlr7;Tlr2;Cebpa;Nmi;Grn;Tradd;Gprc5b;Osm;Polr3g;Zbp1;Napepld;Pdcd4;Il16;Il33;Slc15a4
prerank	neutrophil migration (GO:1990266)	0.5924471050712042	2.029319622886646	0.001	0.06360722713344838	0.143	12/35	8.56%	S100a9;Ccl4;S100a8;Itgb2;Irak4;Ccl22;Ccl7;Pik3cg;Pik3cd;Lgals3;Pf4;Syk
prerank	pattern recognition receptor signaling pathway (GO:0002221)	0.5356255647084576	1.9886066149462114	0.001	0.09480505758461592	0.245	20/47	15.53%	S100a9;S100a8;Tlr4;Irak4;Ctss;Nod2;Cd14;Plcg2;Unc93b1;Cnpy3;Tlr6;Inava;Tlr7;Tlr2;Ctsl;Nod1;Mapkapk2;Hsp90b1;Tifa;Ly96
prerank	positive regulation of reactive oxygen species metabolic process (GO:2000379)	0.5801823640946439	1.984595682850677	0.001	0.0822855398631118	0.253	14/37	8.56%	Agt;Prkcd;Itgb2;Tlr4;Gstp1;Plcg2;Zc3h12a;Ripk1;Cdkn1a;Tlr6;Tgfbr2;Cyba;Tyrobp;Syk
prerank	negative regulation of myeloid cell differentiation (GO:0045638)	0.6831151502193273	1.983380386624837	0.001	0.07182856941600294	0.258	8/16	15.49%	Zbtb16;Zfp36;Mafb;Cdk6;Pf4;Ptk2b;Meis1;Paf1
prerank	neutrophil chemotaxis (GO:0030593)	0.599872955366154	1.9796376382795247	0.0027100271002710027	0.06701475715845455	0.275	11/31	8.56%	S100a9;Ccl4;S100a8;Itgb2;Ccl22;Ccl7;Pik3cg;Pik3cd;Lgals3;Pf4;Syk
prerank	cilium movement (GO:0003341)	-0.6238617509971114	-1.973162567903453	0.0014925373134328358	0.10166165690753089	0.118	15/38	8.06%	Tekt4;Cfap73;Dnaaf1;Rsph6a;Dnaaf4;Spag17;Cabyr;Ccdc39;Ccdc40;Cfap206;Ttc29;Rsph4a;Cfap100;Spa17;Cfap54
prerank	granulocyte chemotaxis (GO:0071621)	0.5757737458632118	1.940605939308822	0.0028011204481792717	0.0955791137878272	0.398	11/33	8.56%	S100a9;Ccl4;S100a8;Itgb2;Ccl22;Ccl7;Pik3cg;Pik3cd;Lgals3;Pf4;Syk
prerank	regulation of release of cytochrome c from mitochondria (GO:0090199)	0.5432159410041555	1.932514856754333	0.003205128205128205	0.09480505758461592	0.428	11/40	8.90%	Avp;Moap1;Pmaip1;Bik;Pycard;Cideb;Mmp9;Igf1;Plaur;Opa1;Gper1
prerank	TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	0.5672870845266464	1.8804172016229637	0.0027472527472527475	0.1446307188391505	0.614	9/28	7.48%	Cd300lf;Tlr4;Cd14;Ripk1;Tlr6;Ikbkg;Ticam1;Irf7;Ikbkb
prerank	MyD88-independent toll-like receptor signaling pathway (GO:0002756)	0.5672870845266464	1.8804172016229637	0.0027472527472527475	0.1446307188391505	0.614	9/28	7.48%	Cd300lf;Tlr4;Cd14;Ripk1;Tlr6;Ikbkg;Ticam1;Irf7;Ikbkb
prerank	positive regulation of apoptotic signaling pathway (GO:2001235)	0.5069271440210161	1.8795829735741008	0.001	0.13501973671733825	0.616	14/51	12.94%	S100a9;Agt;Pmaip1;S100a8;Styxl1;Pycard;Ripk1;Wwox;Bcl2;Gper1;Ltbr;Dedd2;Tgfbr1;Fas
prerank	toll-like receptor signaling pathway (GO:0002224)	0.4623964784012881	1.8683527313217918	0.001	0.14322443660660827	0.666	27/74	15.76%	S100a9;S100a8;Itgb2;Tlr4;Irak4;Ctss;Cd14;Plcg2;Ripk1;Unc93b1;Cnpy3;Tlr6;Ikbkg;Ticam1;Tlr7;Tlr2;Ikbkb;Nmi;Map3k1;Ctsl;Lgals9;Mapkapk2;Pik3ap1;S100a14;Hsp90b1;Ly96;Pik3c3
