signature	term	coef	se	z	pvalue	ci_low	ci_high
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Infragranular layers]"	0.008288461818106205	0.014746299640625588	0.5620706224680092	0.574067903091517	-0.02061375438275589	0.037190678018968304
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Infragranular layers]"	0.010284671178987384	0.013884040181806069	0.7407549275508889	0.4588420484419993	-0.016927547537259453	0.037496889895234226
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Meninges]"	0.04503130746284404	0.019809728225160573	2.2731915829945226	0.02301463730519801	0.006204953598002751	0.08385766132768532
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Meninges]"	0.05474521518632445	0.0187441165116006	2.9206612726955163	0.0034928936308957375	0.01800742190156472	0.09148300847108418
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Olfactory areas]"	0.039732767262560795	0.01568816664603947	2.532658414397419	0.011320120614936488	0.008984525652860901	0.07048100887226069
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Olfactory areas]"	0.048354374630418924	0.014729135155972697	3.2829065738330954	0.0010274270986094095	0.019485800201289684	0.07722294905954816
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Supragranualar layers]"	0.02930302560922719	0.013949859510184853	2.100596467500832	0.03567640440509479	0.00196180337987132	0.05664424783858306
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Supragranualar layers]"	0.04117170584206727	0.0131152240498874	3.1392300799025046	0.0016939239000767381	0.015466339055114419	0.06687707262902012
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Thalamus]"	0.008580252964688905	0.01569248946657673	0.5467744925343998	0.5845336691998482	-0.022176461217575646	0.03933696714695346
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Thalamus]"	-0.024949172945123315	0.014316082000606061	-1.7427374992729932	0.081379478188597	-0.05300817806603332	0.0031098321757866906
PIG_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Ventricular area]"	-0.01786006774020303	0.05378539405627522	-0.33206166941002957	0.7398426928311403	-0.12327750298479716	0.0875573675043911
PIG_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Ventricular area]"	-0.10702719684583706	0.051727364282977424	-2.0690634121688247	0.038540136538428096	-0.20841096785565638	-0.005643425836017749
PIG_score	Group Var	0.012417783925154894	0.005784067830373233	2.146894588605404	0.031801674531621665	0.0010812192934866252	0.023754348556823162
microglia_score	Intercept	-0.18934469028871773	0.01666498593713575	-11.361827186831748	6.477546407509278e-30	-0.22200746252837028	-0.15668191804906517
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]"	0.11874322016953061	0.018890728892100084	6.285793462378672	3.2618336339327585e-10	0.08171807189930422	0.155768368439757
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]"	0.12030677777321519	0.01771712140549638	6.790424641775749	1.1180396649734725e-11	0.08558185790871863	0.15503169763771174
microglia_score	C(region)[T.Corpus callosum]	0.12332441279672895	0.0195120471102909	6.320424100026189	2.608464258979734e-10	0.08508150319590996	0.16156732239754795
microglia_score	C(region)[T.Hippocampal formation]	0.02922053599986765	0.016664703271348193	1.7534387215946914	0.079526729329087	-0.0034416822250216313	0.06188275422475693
microglia_score	C(region)[T.Hypothalamus]	0.024927705073670522	0.014529379749785416	1.715675789535247	0.0862213983319578	-0.003549355953614476	0.05340476610095552
microglia_score	C(region)[T.Infragranular layers]	-0.04477758064490048	0.017044928082037565	-2.6270325359769853	0.008613309788871735	-0.07818502580476949	-0.01137013548503147
microglia_score	C(region)[T.Meninges]	0.22191181240803454	0.022511112680615966	9.857878442371264	6.337427281151858e-23	0.17779084230210435	0.2660327825139647
microglia_score	C(region)[T.Olfactory areas]	-0.01044450520667696	0.01779613852640763	-0.5868972750003263	0.5572727000438709	-0.045324295782321625	0.024435285368967705
microglia_score	C(region)[T.Supragranualar layers]	-0.04614388293097102	0.016196230691820947	-2.849050733407592	0.00438498874975543	-0.07788791177224232	-0.014399854089699723
microglia_score	C(region)[T.Thalamus]	-0.03119284566397544	0.01633804788663122	-1.9092149735648232	0.056234365460661566	-0.06321483109946338	0.0008291397715124993
microglia_score	C(region)[T.Ventricular area]	-0.012705944405497277	0.06277923694658587	-0.2023908703495044	0.8396111651269337	-0.1357509877977119	0.11033909898671734
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Corpus callosum]"	0.001203523967439095	0.021847485627599746	0.05508752759716629	0.9560687325923607	-0.04161676101541287	0.04402380895029105
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Corpus callosum]"	-0.0469224420135311	0.020668423293883065	-2.270247775862906	0.02319255373847999	-0.08743180728677062	-0.006413076740291582
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hippocampal formation]"	0.024678682715638826	0.02162822165422552	1.1410407711822823	0.25385295684181564	-0.017711852776292503	0.06706921820757016
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hippocampal formation]"	-0.04732054144705621	0.0212427442556507	-2.2276096194336406	0.02590655864188945	-0.0889555551209267	-0.0056855277731857196
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hypothalamus]"	0.028028352069138587	0.016923324492707115	1.6561965753961072	0.09768201655165128	-0.0051407544352519395	0.06119745857352911
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hypothalamus]"	-0.012786031142557103	0.01568414361450633	-0.8152202285836793	0.41494626086837916	-0.04352638775534337	0.017954325470229168
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Infragranular layers]"	-0.01334034010634167	0.01920467857959247	-0.6946401134001565	0.48728086696674056	-0.05098081845701075	0.02430013824432741
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Infragranular layers]"	-0.020421463274252618	0.018083443589798086	-1.1292906228199557	0.2587752553350827	-0.05586436142671858	0.015021434878213339
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Meninges]"	0.010410672948758271	0.02579857922034671	0.40353667773098245	0.6865534582693633	-0.040153613175424714	0.06097495907294125
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Meninges]"	0.02591355735100022	0.024414161303962203	1.0614150135394853	0.28850133686296475	-0.021937319517517144	0.07376443421951759
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Olfactory areas]"	0.04459061522184383	0.020425233946595803	2.183114050905428	0.02902741208993599	0.004557892310711145	0.08462333813297651
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Olfactory areas]"	0.04640103540443018	0.019182857907400555	2.418880212136124	0.01556836605509705	0.008803324785375703	0.08399874602348464
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Supragranualar layers]"	0.0017763526658068204	0.018167707119947127	0.09777528083642896	0.9221107363488426	-0.03383169897096146	0.0373844043025751
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Supragranualar layers]"	0.012093676261410892	0.01708232194367297	0.7079644266914313	0.4789673488012237	-0.021387059520506388	0.04557441204332817
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Thalamus]"	0.00978108512611976	0.020409661541029023	0.4792379876783892	0.6317693324203486	-0.03022111643094938	0.049783286683188904
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Thalamus]"	-0.009471214428596459	0.018627346929866423	-0.5084575095023678	0.6111325303210946	-0.04598014353866739	0.027037714681474475
microglia_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Ventricular area]"	-0.05728904766821305	0.07005567789856983	-0.8177645179761025	0.41349166217055655	-0.19459565326194858	0.08001755792552248
microglia_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Ventricular area]"	-0.08070552099182254	0.06737553229746854	-1.1978461355303436	0.23097692264173197	-0.2127591377340761	0.051348095750431005
microglia_score	Group Var	0.0029763971238104684	0.0015498863231903947	1.9203970505937775	0.054807765820329306	-6.132424977391138e-05	0.006014118497394848
endocytosis_score	Intercept	0.13224194840135683	0.011385473888536063	11.614970944205504	3.459059576081119e-31	0.10992682963290495	0.15455706716980872
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]"	0.07718077448714923	0.012891399829388493	5.98699718483639	2.137504810409683e-09	0.05191409511124199	0.10244745386305648
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]"	0.09113616795372567	0.012092324589293867	7.536695469985526	4.8203021584741124e-14	0.06743564726934159	0.11483668863810975
endocytosis_score	C(region)[T.Corpus callosum]	0.14076216689296683	0.01375982321442054	10.229940072590873	1.4560945554257424e-24	0.11379340895906442	0.16773092482686924
endocytosis_score	C(region)[T.Hippocampal formation]	0.025481936590829417	0.01175188690547948	2.1683272478522673	0.030133796696360626	0.00244866150570177	0.048515211675957064
endocytosis_score	C(region)[T.Hypothalamus]	0.08754709111832813	0.01024606468210027	8.544460125385667	1.2913854205457943e-17	0.06746517335814377	0.1076290088785125
endocytosis_score	C(region)[T.Infragranular layers]	-0.00541556049408081	0.012020020030991656	-0.4505450473558008	0.6523174802530451	-0.028974366848274483	0.01814324586011286
endocytosis_score	C(region)[T.Meninges]	0.10610774741490647	0.015874753125304383	6.684056537910536	2.3241707012133643e-11	0.07499380302584521	0.13722169180396773
endocytosis_score	C(region)[T.Olfactory areas]	0.01582849534555118	0.012549770848675285	1.261257718281126	0.20721600945804486	-0.008768603532083048	0.04042559422318541
endocytosis_score	C(region)[T.Supragranualar layers]	0.02418294052300548	0.011421521780863792	2.1173133481672144	0.034233262786692836	0.0017971691838726649	0.04656871186213829
endocytosis_score	C(region)[T.Thalamus]	0.026817653822398573	0.011521530740370921	2.327612053182372	0.0199327128450168	0.004235868524500464	0.04939943912029668
endocytosis_score	C(region)[T.Ventricular area]	0.27832205237500857	0.04427168492565022	6.286683076156285	3.2432050496544246e-10	0.19155114438582932	0.3650929603641878
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Corpus callosum]"	0.025847189237886772	0.015406806926022868	1.6776473776814569	0.09341595795380024	-0.0043495974538803085	0.05604397592965385
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Corpus callosum]"	0.0010935092704641748	0.014575302736013743	0.07502480670691325	0.9401949746134124	-0.02747355915589087	0.02966057769681922
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hippocampal formation]"	0.0036175342243067064	0.015243956110657146	0.2373094095815236	0.8124167627882662	-0.02626007073449058	0.03349513918310399
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hippocampal formation]"	-0.020479756050639657	0.014993328828603592	-1.3659245578319679	0.17196264381011483	-0.04986614056306882	0.008906628461789499
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hypothalamus]"	0.0027696996282003837	0.011935415328411516	0.2320572474430182	0.816493550108246	-0.020623284556013487	0.026162683812414256
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hypothalamus]"	-0.011395218690998809	0.011064552626797444	-1.0298851725283966	0.30306391194043836	-0.033081343344569844	0.01029090596257223
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Infragranular layers]"	-0.0024380411619132187	0.013543888947833095	-0.18001042177057158	0.8571443864597544	-0.028983575710276172	0.024107493386449737
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Infragranular layers]"	0.01555082110040357	0.012753029980543278	1.2193824623739422	0.22269906315171328	-0.009444658355220799	0.04054630055602794
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Meninges]"	0.03142027145117936	0.018194440977486393	1.7269160118773896	0.08418274834642758	-0.004240177583533712	0.06708072048589242
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Meninges]"	0.051348923246504544	0.017217179740257875	2.9824236037008145	0.0028597601100154896	0.017603871040246424	0.08509397545276266
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Olfactory areas]"	0.00540536312953241	0.014402671380594869	0.3753028161716729	0.7074352719724616	-0.02282335405759931	0.03363408031666413
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Olfactory areas]"	0.009783938750458533	0.01352866704040264	0.723200498706881	0.4695567124850496	-0.01673176140756473	0.03629963890848179
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Supragranualar layers]"	0.0090869551163916	0.01281250942685029	0.709225243366354	0.4781847108213735	-0.016025101911814894	0.0341990121445981
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Supragranualar layers]"	0.01752572422821566	0.012046877106892437	1.454793974630038	0.14572630677868034	-0.006085721027473599	0.04113716948390492
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Thalamus]"	-0.012054769901900722	0.01438385163497686	-0.8380766298080712	0.4019876673392351	-0.04024660106542294	0.016137061261621496
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Thalamus]"	0.0035593060452112635	0.013150884665454913	0.2706514531726479	0.7866591182913918	-0.022215954263920444	0.02933456635434297
endocytosis_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Ventricular area]"	0.07361844026699182	0.049402140461688	1.490187258669164	0.1361750055956397	-0.02320797579710561	0.17044485633108925
endocytosis_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Ventricular area]"	0.012027805624420412	0.047513098580361506	0.2531471527599305	0.8001545025818184	-0.08109615638698932	0.10515176763583013
endocytosis_score	Group Var	0.0026022602557111444	0.0013781977823043548	1.8881616913939232	0.05900424694725589	-9.895776117836491e-05	0.005303478272600654
DAM_score	Intercept	0.009805934898313697	0.012456903357732866	0.7871888074194997	0.4311713482709101	-0.014609147041738789	0.03422101683836618
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]"	0.08164596109894531	0.014168445775116636	5.7625206317503235	8.286690927348733e-09	0.05387631766280802	0.10941560453508262
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]"	0.08846709255214188	0.013281868666856118	6.660741404024323	2.724496554280705e-11	0.06243510831771287	0.1144990767865709
DAM_score	C(region)[T.Corpus callosum]	0.07496240152169618	0.013214965958245697	5.672538374941643	1.4069698966397382e-08	0.04906154418661177	0.1008632588567806
DAM_score	C(region)[T.Hippocampal formation]	-0.0005785748488161345	0.011286539294945786	-0.0512623784577816	0.9591164463101847	-0.022699785377005968	0.0215426356793737
DAM_score	C(region)[T.Hypothalamus]	0.04986503126190676	0.00984034415776765	5.067407243327451	4.0327090383920343e-07	0.030578311117203032	0.06915175140661048
DAM_score	C(region)[T.Infragranular layers]	-0.03236836430040536	0.011544054967255262	-2.803899010548572	0.005048871666977025	-0.054994296271776384	-0.00974243232903433
DAM_score	C(region)[T.Meninges]	0.13603697574611437	0.015246149523679402	8.922710323339668	4.550137128648673e-19	0.10615507177679023	0.1659188797154385
DAM_score	C(region)[T.Olfactory areas]	-0.033903876557196976	0.012052828874663114	-2.8129393447598097	0.004909091020279242	-0.05752698706336111	-0.010280766051032841
DAM_score	C(region)[T.Supragranualar layers]	-0.02684103281269743	0.010969255867131638	-2.4469328765613088	0.014407766861728469	-0.04834037924948012	-0.005341686375914739
DAM_score	C(region)[T.Thalamus]	0.007837448580009645	0.011065304702557168	0.7082903535587617	0.4787649663019403	-0.0138501501149641	0.02952504727498339
DAM_score	C(region)[T.Ventricular area]	0.16535317264714905	0.04251862833481043	3.8889583018785374	0.00010067541163610439	0.08201819243887636	0.24868815285542173
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Corpus callosum]"	0.04842899562740326	0.014796594244613529	3.2729826084832383	0.0010641902534868476	0.019428203814108095	0.07742978744069842
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Corpus callosum]"	0.008896389796450719	0.013998228650305339	0.6355368253151562	0.5250783571553705	-0.018539634205504477	0.03633241379840592
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hippocampal formation]"	0.015652408179083897	0.014641918440233777	1.0690134795501556	0.285063595545233	-0.013045224628347191	0.04435004098651499
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hippocampal formation]"	-0.03433372341804136	0.014392169255717843	-2.3855836328773696	0.0170520446869343	-0.06254185681865297	-0.006125590017429756
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hypothalamus]"	0.018866229967560863	0.011461837467557917	1.6460039693426696	0.09976294179892763	-0.0035985586655044345	0.04133101860062616
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hypothalamus]"	-0.014068612928325716	0.010625284713258064	-1.3240692657177573	0.18548004170795418	-0.03489378829179551	0.006756562435144085
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Infragranular layers]"	0.007196924348588101	0.013007024293644186	0.5533105948072105	0.5800507474462384	-0.018296374812992042	0.032690223510168245
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Infragranular layers]"	0.012275101204318024	0.012247841215228364	1.0022256974605261	0.31623459926519726	-0.011730226465894857	0.03628042887453091
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Meninges]"	0.0358009113461822	0.017473098414103577	2.0489160249498255	0.040470327067303205	0.0015542677562152551	0.07004755493614914
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Meninges]"	0.05504896359911851	0.01653522733898778	3.329193029558213	0.0008709801698570117	0.02264051353852039	0.08745741365971663
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Olfactory areas]"	0.03434094479920896	0.013832168006705512	2.482687080041341	0.013039557736055696	0.007230393677958968	0.061451495920458954
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Olfactory areas]"	0.04192467301635982	0.012992256387656774	3.2268969889010304	0.0012514050315044515	0.01646031841864208	0.06738902761407756
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Supragranualar layers]"	0.021886872007358216	0.01230468555691927	1.7787428948194952	0.0752819232348454	-0.0022298685252937316	0.04600361254001016
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Supragranualar layers]"	0.027154532684454037	0.011569593926226642	2.3470601351788614	0.018922200548695988	0.004478545273296459	0.04983052009561162
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Thalamus]"	0.0016823342008757463	0.013816108488094864	0.12176614003323648	0.9030842306955532	-0.025396740842288323	0.028761409244039818
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Thalamus]"	-0.013508082537382185	0.012621573277078559	-1.0702376194189336	0.2845123650867225	-0.03824591158868934	0.011229746513924974
DAM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Ventricular area]"	-0.013179791241840894	0.04744725544396346	-0.2777777369527011	0.7811829822080805	-0.10617470307728127	0.07981512059359949
DAM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Ventricular area]"	-0.04992358882226904	0.045631660582759685	-1.0940559292538854	0.2739304494186149	-0.13936000011923405	0.03951282247469596
DAM_score	Group Var	0.004305004279987521	0.002135792420389795	2.0156473255026497	0.04383686730860204	0.00011892805756989235	0.00849108050240515
ARM_score	Intercept	-0.10266820173462252	0.010380106811287537	-9.890861780244789	4.560846099960161e-23	-0.123012837240425	-0.08232356622882003
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]"	0.07515263997455608	0.011726997995779826	6.408514779451751	1.46944037349542e-10	0.052168146256054225	0.09813713369305793
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]"	0.08863030519591646	0.011005470403624533	8.053295492642189	8.059401118924285e-16	0.06705997957189089	0.11020063081994202
ARM_score	C(region)[T.Corpus callosum]	0.10312862258272491	0.013152164339778089	7.841190234432926	4.46295712379517e-15	0.07735085415800784	0.12890639100744197
ARM_score	C(region)[T.Hippocampal formation]	0.008796667769399615	0.011232902158318974	0.7831162103450613	0.4335588727562957	-0.013219415902767814	0.030812751441567043
ARM_score	C(region)[T.Hypothalamus]	0.03211549868079149	0.009793579789146585	3.2792400094991256	0.001040870703211005	0.012920435014344808	0.05131056234723817
ARM_score	C(region)[T.Infragranular layers]	-0.04116731356939816	0.011489194036253762	-3.5831332850238318	0.0003394972650904629	-0.0636857200918479	-0.01864890704694841
ARM_score	C(region)[T.Meninges]	0.16735221197793276	0.015173695090689457	11.029100754806894	2.766170275441671e-28	0.1376123160877892	0.19709210786807632
ARM_score	C(region)[T.Olfactory areas]	-0.03678592321657379	0.011995550092195283	-3.0666307867371563	0.002164860779073405	-0.06029676937202268	-0.01327507706112491
ARM_score	C(region)[T.Supragranualar layers]	-0.05221345016606602	0.010917126559798002	-4.782709981428677	1.7294756810346537e-06	-0.07361062503793576	-0.030816275294196272
ARM_score	C(region)[T.Thalamus]	-0.006348161395520055	0.011012718941356296	-0.5764390637157433	0.5643184468234047	-0.027932693892440467	0.015236371101400355
ARM_score	C(region)[T.Ventricular area]	0.1653261374316826	0.04231656662062324	3.9068892075736095	9.349199543111532e-05	0.08238719090587121	0.24826508395749397
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Corpus callosum]"	0.034807730088354534	0.014725550307351488	2.3637642982332108	0.018090317871140932	0.0059461818334128926	0.06366927834329618
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Corpus callosum]"	-0.00400351692943356	0.013931698606558065	-0.28736746627213033	0.7738309692531933	-0.03130914444175423	0.023302110582887104
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hippocampal formation]"	0.012528483867146329	0.014556955698674654	0.8606527440546509	0.3894293271591279	-0.016002625026801096	0.04105959276109375
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hippocampal formation]"	-0.038042601838348324	0.014323453898563527	-2.6559656705540515	0.007908166440755619	-0.06611605561375267	-0.00996914806294398
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Hypothalamus]"	0.02038328430380892	0.011404690341802432	1.7872720514906575	0.07389352890898294	-0.001969498020955647	0.04273606662857349
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Hypothalamus]"	-0.00549580383339303	0.01057506534258941	-0.519694550846844	0.6032764854846386	-0.026222551039026	0.015230943372239942
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Infragranular layers]"	0.015545031737476294	0.012943981451595078	1.2009466944624438	0.22977187953589084	-0.009824705724204545	0.04091476919915713
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Infragranular layers]"	0.01148885910666843	0.012189970361942332	0.942484580810565	0.34594460175472375	-0.012403043775349227	0.03538076198868609
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Meninges]"	0.030734714433206817	0.017388224487805103	1.7675591003993547	0.07713464057644207	-0.0033455793179886124	0.06481500818440225
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Meninges]"	0.03624326307655664	0.016456733356421477	2.20233641097517	0.027641554020518096	0.003988658394791587	0.0684978677583217
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Olfactory areas]"	0.03626462231270762	0.013761887191375636	2.6351489304049887	0.008410037383210991	0.009291819058308295	0.06323742556710694
ARM_score	"C(treatment, Treatment(""WT""))[T.PBS]:C(region)[T.Olfactory areas]"	0.047949538267644747	0.012929755275922437	3.708464487099422	0.00020851989767948584	0.022607683597920022	0.07329139293736947
ARM_score	"C(treatment, Treatment(""WT""))[T.BRICHOS]:C(region)[T.Supragranualar layers]"	0.029516479158335374	0.012245166804111009	2.4104595413454026	0.015932438321824116	0.005516393237592364	0.053516565079078385
